locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKFGLIEL_01053	CDS	624	exbB		COG0811	Biopolymer transport protein ExbB
NKFGLIEL_01054	CDS	405				hypothetical protein
NKFGLIEL_01055	CDS	876				hypothetical protein
NKFGLIEL_01056	CDS	519				hypothetical protein
NKFGLIEL_01057	CDS	1554	chuW	2.1.1.342	COG0635	Anaerobilin synthase
NKFGLIEL_01058	CDS	966	btuF			Vitamin B12-binding protein
NKFGLIEL_01059	CDS	1017	fpuB		COG0609	Petrobactin import system permease protein FpuB
NKFGLIEL_01060	CDS	789	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
NKFGLIEL_01061	CDS	2031	pfeA		COG4771	Ferric enterobactin receptor
NKFGLIEL_01062	CDS	972				hypothetical protein
NKFGLIEL_01063	CDS	1722		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NKFGLIEL_01064	CDS	270				hypothetical protein
NKFGLIEL_01065	CDS	429				hypothetical protein
NKFGLIEL_01066	CDS	1584	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
NKFGLIEL_01067	CDS	1944	htpG		COG0326	Chaperone protein HtpG
NKFGLIEL_01068	CDS	981	ansB	3.5.1.1		L-asparaginase
NKFGLIEL_01069	CDS	1032				hypothetical protein
NKFGLIEL_01070	CDS	1173				hypothetical protein
NKFGLIEL_01071	CDS	594				hypothetical protein
NKFGLIEL_01072	CDS	702	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
NKFGLIEL_01073	CDS	2160				hypothetical protein
NKFGLIEL_01074	CDS	870	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NKFGLIEL_01075	CDS	423				hypothetical protein
NKFGLIEL_01076	CDS	1035				hypothetical protein
NKFGLIEL_01077	CDS	1641	udk	2.7.1.48		Uridine kinase
NKFGLIEL_01078	CDS	507				hypothetical protein
NKFGLIEL_01079	CDS	186	rpmF		COG0333	50S ribosomal protein L32
NKFGLIEL_01080	CDS	288				hypothetical protein
NKFGLIEL_01081	CDS	2928				hypothetical protein
NKFGLIEL_01082	CDS	2889				hypothetical protein
NKFGLIEL_01083	CDS	1212				hypothetical protein
NKFGLIEL_01084	CDS	345				hypothetical protein
NKFGLIEL_01085	CDS	1377				hypothetical protein
NKFGLIEL_01086	CDS	501	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
NKFGLIEL_01087	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
NKFGLIEL_01088	CDS	1032	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
NKFGLIEL_01089	CDS	216				hypothetical protein
NKFGLIEL_01090	CDS	1239				hypothetical protein
NKFGLIEL_01091	CDS	1020	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NKFGLIEL_01092	CDS	1107	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
NKFGLIEL_01093	CDS	327	yajC		COG1862	Sec translocon accessory complex subunit YajC
NKFGLIEL_01094	CDS	1251	secDF		COG0341	Protein translocase subunit SecDF
NKFGLIEL_01095	CDS	933	secF		COG0341	Protein translocase subunit SecF
NKFGLIEL_01096	CDS	1179	fsr_2			Fosmidomycin resistance protein
NKFGLIEL_01097	tRNA	77				tRNA-Ile(gat)
NKFGLIEL_01098	CDS	660	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
NKFGLIEL_01099	CDS	990	rbn_1	3.1.26.11		Ribonuclease BN
NKFGLIEL_01100	CDS	1113				hypothetical protein
NKFGLIEL_01101	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
NKFGLIEL_01102	CDS	471	guaB_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NKFGLIEL_01103	CDS	525	guaB_4	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NKFGLIEL_01104	CDS	2592	clpB1		COG0542	Chaperone protein ClpB 1
NKFGLIEL_01105	CDS	825	esiB			Secretory immunoglobulin A-binding protein EsiB
NKFGLIEL_01106	CDS	1263	gltS		COG0786	Sodium/glutamate symporter
NKFGLIEL_01107	CDS	1188	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
NKFGLIEL_01108	CDS	531				hypothetical protein
NKFGLIEL_01109	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
NKFGLIEL_01110	CDS	750				hypothetical protein
NKFGLIEL_01111	CDS	1314				hypothetical protein
NKFGLIEL_01112	CDS	1350				hypothetical protein
NKFGLIEL_01113	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
NKFGLIEL_01114	CDS	834				hypothetical protein
NKFGLIEL_01115	CDS	1212				ISLre2 family transposase ISTeha1
NKFGLIEL_01116	CDS	615	coaE	2.7.1.24		Dephospho-CoA kinase
NKFGLIEL_01117	CDS	576	mltF			Membrane-bound lytic murein transglycosylase F
NKFGLIEL_01118	tRNA	85				tRNA-Leu(cag)
NKFGLIEL_01119	CDS	690				hypothetical protein
NKFGLIEL_01120	CDS	459	rimP		COG0779	Ribosome maturation factor RimP
NKFGLIEL_01121	CDS	1179	nusA		COG0195	Transcription termination/antitermination protein NusA
NKFGLIEL_01122	CDS	261				hypothetical protein
NKFGLIEL_01123	CDS	327				hypothetical protein
NKFGLIEL_01124	CDS	2472	lepA_1			Elongation factor 4
NKFGLIEL_01125	CDS	348	rbfA			Ribosome-binding factor A
NKFGLIEL_01126	CDS	945	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
NKFGLIEL_01127	CDS	882	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NKFGLIEL_01128	CDS	948	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
NKFGLIEL_01129	CDS	1200	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
NKFGLIEL_01130	CDS	1188	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
NKFGLIEL_01131	CDS	1827	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
NKFGLIEL_01132	CDS	792	thyA1	2.1.1.45	COG0207	Thymidylate synthase 1
NKFGLIEL_01133	CDS	489	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
NKFGLIEL_01134	CDS	198	cspC		COG1278	Cold shock protein CspC
NKFGLIEL_01135	CDS	942	argF	2.1.3.3		Ornithine carbamoyltransferase
NKFGLIEL_01136	CDS	1176	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
NKFGLIEL_01137	CDS	969		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
NKFGLIEL_01138	CDS	876	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
NKFGLIEL_01139	CDS	483				hypothetical protein
NKFGLIEL_01140	CDS	3210	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NKFGLIEL_01141	rRNA	1566				16S ribosomal RNA
NKFGLIEL_01142	rRNA	2907				23S ribosomal RNA
NKFGLIEL_01143	rRNA	109				5S ribosomal RNA
NKFGLIEL_01144	CDS	1296	eno	4.2.1.11		Enolase
NKFGLIEL_01145	CDS	657				hypothetical protein
NKFGLIEL_01146	CDS	678				hypothetical protein
NKFGLIEL_01147	tRNA	77				tRNA-Pro(cgg)
NKFGLIEL_01148	tRNA	92				tRNA-Ser(gga)
NKFGLIEL_01149	CDS	1131	xerC_4			Tyrosine recombinase XerC
NKFGLIEL_01150	CDS	261				hypothetical protein
NKFGLIEL_01151	CDS	759				hypothetical protein
NKFGLIEL_01152	CDS	477				hypothetical protein
NKFGLIEL_01153	CDS	369	xre_2		COG1396	HTH-type transcriptional regulator Xre
NKFGLIEL_01154	CDS	225				hypothetical protein
NKFGLIEL_01155	CDS	372				hypothetical protein
NKFGLIEL_01156	CDS	222				hypothetical protein
NKFGLIEL_01157	CDS	231				hypothetical protein
NKFGLIEL_01158	CDS	1293	recF_2			DNA replication and repair protein RecF
NKFGLIEL_01159	CDS	1017				hypothetical protein
NKFGLIEL_01160	CDS	447				hypothetical protein
NKFGLIEL_01161	CDS	2643				hypothetical protein
NKFGLIEL_01162	CDS	2046				hypothetical protein
NKFGLIEL_01163	CDS	273				hypothetical protein
NKFGLIEL_01164	CDS	444				hypothetical protein
NKFGLIEL_01165	CDS	504				hypothetical protein
NKFGLIEL_01166	CDS	261				hypothetical protein
NKFGLIEL_01167	CDS	615				hypothetical protein
NKFGLIEL_01168	CDS	390				hypothetical protein
NKFGLIEL_01169	CDS	273				hypothetical protein
NKFGLIEL_01170	CDS	432				hypothetical protein
NKFGLIEL_01171	tRNA	76				tRNA-Trp(cca)
NKFGLIEL_01172	CDS	519				hypothetical protein
NKFGLIEL_01173	CDS	1278				hypothetical protein
NKFGLIEL_01174	CDS	1323				hypothetical protein
NKFGLIEL_01175	CDS	1488				hypothetical protein
NKFGLIEL_01176	CDS	249				hypothetical protein
NKFGLIEL_01177	CDS	684				hypothetical protein
NKFGLIEL_01178	CDS	855				hypothetical protein
NKFGLIEL_01179	CDS	465				hypothetical protein
NKFGLIEL_01180	CDS	387				hypothetical protein
NKFGLIEL_01181	CDS	408				hypothetical protein
NKFGLIEL_01182	CDS	471				hypothetical protein
NKFGLIEL_01183	CDS	378				hypothetical protein
NKFGLIEL_01184	CDS	255				hypothetical protein
NKFGLIEL_01185	CDS	4281				hypothetical protein
NKFGLIEL_01186	CDS	570				hypothetical protein
NKFGLIEL_01187	CDS	585				hypothetical protein
NKFGLIEL_01188	CDS	450				hypothetical protein
NKFGLIEL_01189	CDS	2931				hypothetical protein
NKFGLIEL_01190	CDS	885				hypothetical protein
NKFGLIEL_01191	CDS	450				hypothetical protein
NKFGLIEL_01192	CDS	135				hypothetical protein
NKFGLIEL_01193	CDS	834				hypothetical protein
NKFGLIEL_01194	CDS	282				hypothetical protein
NKFGLIEL_01195	CDS	630				hypothetical protein
NKFGLIEL_01196	CDS	291				hypothetical protein
NKFGLIEL_01197	CDS	363				hypothetical protein
NKFGLIEL_01198	CDS	630				hypothetical protein
NKFGLIEL_01199	CDS	489				hypothetical protein
NKFGLIEL_01200	CDS	1764	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
NKFGLIEL_01201	CDS	7650				hypothetical protein
NKFGLIEL_01202	CDS	1260	pepT_1	3.4.11.4	COG2195	Peptidase T
NKFGLIEL_01203	CDS	1566	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
NKFGLIEL_01204	CDS	1071	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
NKFGLIEL_01205	CDS	828	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NKFGLIEL_01206	CDS	786				hypothetical protein
NKFGLIEL_01207	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NKFGLIEL_01208	CDS	867				hypothetical protein
NKFGLIEL_01209	CDS	1482				hypothetical protein
NKFGLIEL_01210	CDS	510	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
NKFGLIEL_01211	CDS	159				hypothetical protein
NKFGLIEL_01212	CDS	741	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
NKFGLIEL_01213	CDS	1014	ltaE	4.1.2.48		Low specificity L-threonine aldolase
NKFGLIEL_01214	CDS	1506	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
NKFGLIEL_01215	CDS	426				hypothetical protein
NKFGLIEL_01216	CDS	168				hypothetical protein
NKFGLIEL_01217	CDS	798				hypothetical protein
NKFGLIEL_01218	CDS	1881	norR_7			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_01219	CDS	1887	norR_8			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_01220	CDS	285	garD_2	4.2.1.42		Galactarate dehydratase (L-threo-forming)
NKFGLIEL_01221	CDS	1161	suyB_2	4.4.1.24	COG2721	(2R)-sulfolactate sulfo-lyase subunit beta
NKFGLIEL_01222	CDS	978	kdgT_2			2-keto-3-deoxygluconate permease
NKFGLIEL_01223	CDS	1461	dinB_1	2.7.7.7		DNA polymerase IV
NKFGLIEL_01224	CDS	402				hypothetical protein
NKFGLIEL_01225	tRNA	77				tRNA-Pro(ggg)
NKFGLIEL_01226	CDS	456	ohrR			Organic hydroperoxide resistance transcriptional regulator
NKFGLIEL_01227	CDS	231				hypothetical protein
NKFGLIEL_01228	CDS	546				hypothetical protein
NKFGLIEL_01229	CDS	267				hypothetical protein
NKFGLIEL_01230	CDS	309				hypothetical protein
NKFGLIEL_01231	CDS	1041	arsM	2.1.1.137		Arsenite methyltransferase
NKFGLIEL_01232	CDS	822				hypothetical protein
NKFGLIEL_01233	CDS	780	zupT		COG0428	Zinc transporter ZupT
NKFGLIEL_01234	CDS	1071	cdaR		COG3835	Carbohydrate diacid regulator
NKFGLIEL_01235	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
NKFGLIEL_01236	CDS	1749	pyk_1	2.7.1.40	COG0469	Pyruvate kinase
NKFGLIEL_01237	CDS	801	rbn_2	3.1.26.11		Ribonuclease BN
NKFGLIEL_01238	CDS	6078				hypothetical protein
NKFGLIEL_01239	CDS	681				hypothetical protein
NKFGLIEL_01240	CDS	687				hypothetical protein
NKFGLIEL_01241	CDS	1110				IS256 family transposase ISLgar5
NKFGLIEL_01242	CDS	2781				hypothetical protein
NKFGLIEL_01243	CDS	822				IS3 family transposase ISCARN64
NKFGLIEL_01244	CDS	282				hypothetical protein
NKFGLIEL_01245	CDS	480	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
NKFGLIEL_01246	CDS	618				hypothetical protein
NKFGLIEL_01247	CDS	783	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
NKFGLIEL_01248	CDS	252				hypothetical protein
NKFGLIEL_01249	CDS	1323				hypothetical protein
NKFGLIEL_01250	CDS	1032				hypothetical protein
NKFGLIEL_01251	CDS	2319	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
NKFGLIEL_01252	CDS	210				hypothetical protein
NKFGLIEL_01253	CDS	1056	hypD		COG0409	Hydrogenase maturation factor HypD
NKFGLIEL_01254	CDS	1005	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
NKFGLIEL_01255	CDS	1356				hypothetical protein
NKFGLIEL_01256	CDS	1227	bchB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
NKFGLIEL_01257	CDS	765	nifH1	1.18.6.1		Nitrogenase iron protein 1
NKFGLIEL_01258	CDS	1458	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
NKFGLIEL_01259	CDS	855	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
NKFGLIEL_01260	CDS	864	speB	3.5.3.11	COG0010	Agmatinase
NKFGLIEL_01261	CDS	1260		1.5.1.43		Carboxynorspermidine synthase
NKFGLIEL_01262	CDS	1206	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
NKFGLIEL_01263	CDS	666	rspR_6		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_01264	CDS	384				hypothetical protein
NKFGLIEL_01265	CDS	1005				hypothetical protein
NKFGLIEL_01266	CDS	363				hypothetical protein
NKFGLIEL_01267	CDS	504				hypothetical protein
NKFGLIEL_01268	CDS	597				hypothetical protein
NKFGLIEL_01269	CDS	1239				hypothetical protein
NKFGLIEL_01270	CDS	1185				hypothetical protein
NKFGLIEL_01271	CDS	813				hypothetical protein
NKFGLIEL_01272	CDS	624	nadD_1	2.7.7.18		nicotinate-nucleotide adenylyltransferase
NKFGLIEL_01273	CDS	549	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
NKFGLIEL_01274	CDS	423				hypothetical protein
NKFGLIEL_01275	CDS	1194	uctC_3	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NKFGLIEL_01276	CDS	903	yngG_2	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
NKFGLIEL_01277	CDS	1263				hypothetical protein
NKFGLIEL_01278	CDS	246				hypothetical protein
NKFGLIEL_01279	CDS	1959	norR_9			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_01280	CDS	1248	gltT			Proton/sodium-glutamate symport protein
NKFGLIEL_01281	CDS	276	yjdJ		COG2388	putative protein YjdJ
NKFGLIEL_01282	CDS	420				hypothetical protein
NKFGLIEL_01283	CDS	657	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
NKFGLIEL_01284	CDS	579	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
NKFGLIEL_01285	CDS	996		1.-.-.-		NADH oxidase
NKFGLIEL_01286	CDS	2166	yhgF		COG2183	Protein YhgF
NKFGLIEL_01287	CDS	438	perR		COG0735	Transcriptional regulator PerR
NKFGLIEL_01288	CDS	834	nfo	3.1.21.2	COG0648	putative endonuclease 4
NKFGLIEL_01289	CDS	1152	sbcD			Nuclease SbcCD subunit D
NKFGLIEL_01290	CDS	3048	sbcC			Nuclease SbcCD subunit C
NKFGLIEL_01291	CDS	480				hypothetical protein
NKFGLIEL_01292	CDS	363	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
NKFGLIEL_01293	CDS	651		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
NKFGLIEL_01294	CDS	1221	bcr			Bicyclomycin resistance protein
NKFGLIEL_01295	CDS	429				hypothetical protein
NKFGLIEL_01296	CDS	1314		3.5.1.47		N-acetyldiaminopimelate deacetylase
NKFGLIEL_01297	CDS	1341				hypothetical protein
NKFGLIEL_01298	CDS	1263	yxeP_4	3.-.-.-	COG1473	putative hydrolase YxeP
NKFGLIEL_01299	CDS	1428	cca	2.7.7.72		CCA-adding enzyme
NKFGLIEL_01300	CDS	1977	spoVD		COG0768	Stage V sporulation protein D
NKFGLIEL_01301	CDS	840	folD			Bifunctional protein FolD protein
NKFGLIEL_01302	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
NKFGLIEL_01303	CDS	375	dfx_2	1.15.1.2	COG2033	Desulfoferrodoxin
NKFGLIEL_01304	CDS	573				hypothetical protein
NKFGLIEL_01305	CDS	588	rpsD		COG0522	30S ribosomal protein S4
NKFGLIEL_01306	CDS	294				hypothetical protein
NKFGLIEL_01307	CDS	801				hypothetical protein
NKFGLIEL_01308	CDS	1350				hypothetical protein
NKFGLIEL_01309	CDS	2118	uvrB			UvrABC system protein B
NKFGLIEL_01310	CDS	2856	uvrA			UvrABC system protein A
NKFGLIEL_01311	CDS	1830	uvrC		COG0322	UvrABC system protein C
NKFGLIEL_01312	CDS	651				hypothetical protein
NKFGLIEL_01313	CDS	162				Rubredoxin
NKFGLIEL_01314	CDS	1029	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
NKFGLIEL_01315	CDS	1002				hypothetical protein
NKFGLIEL_01316	CDS	1629	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
NKFGLIEL_01317	CDS	1740	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
NKFGLIEL_01318	CDS	453	ctsR		COG4463	Transcriptional regulator CtsR
NKFGLIEL_01319	CDS	522	mcsA		COG3880	Protein-arginine kinase activator protein
NKFGLIEL_01320	CDS	1062	mcsB	2.7.14.1	COG3869	Protein-arginine kinase
NKFGLIEL_01321	CDS	2427	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
NKFGLIEL_01322	CDS	1380	radA	3.6.4.-	COG1066	DNA repair protein RadA
NKFGLIEL_01323	CDS	339				hypothetical protein
NKFGLIEL_01324	CDS	1182				hypothetical protein
NKFGLIEL_01325	CDS	1179	ispDF		COG0245	Bifunctional enzyme IspD/IspF
NKFGLIEL_01326	CDS	1464	gltX_2	6.1.1.17		Glutamate--tRNA ligase
NKFGLIEL_01327	CDS	441				hypothetical protein
NKFGLIEL_01328	CDS	1446	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
NKFGLIEL_01329	CDS	477	mrnC	3.1.26.-		Mini-ribonuclease 3
NKFGLIEL_01330	CDS	753		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
NKFGLIEL_01331	CDS	528				hypothetical protein
NKFGLIEL_01332	CDS	684	sigH		COG1595	RNA polymerase sigma-H factor
NKFGLIEL_01333	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
NKFGLIEL_01334	CDS	2328	rnr	3.1.13.1	COG0557	Ribonuclease R
NKFGLIEL_01335	CDS	468	smpB		COG0691	SsrA-binding protein
NKFGLIEL_01336	CDS	384				hypothetical protein
NKFGLIEL_01337	CDS	2583	polA	2.7.7.7		DNA polymerase I
NKFGLIEL_01338	CDS	825	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NKFGLIEL_01339	CDS	1374				hypothetical protein
NKFGLIEL_01340	CDS	1707	betS			Glycine betaine/proline betaine transporter BetS
NKFGLIEL_01341	CDS	312				hypothetical protein
NKFGLIEL_01342	CDS	546				hypothetical protein
NKFGLIEL_01343	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
NKFGLIEL_01344	CDS	546	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
NKFGLIEL_01345	CDS	516	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
NKFGLIEL_01346	CDS	579				hypothetical protein
NKFGLIEL_01347	CDS	1284	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
NKFGLIEL_01348	CDS	822		3.1.3.-		Putative phosphatase
NKFGLIEL_01349	CDS	984	deoR		COG2390	Deoxyribonucleoside regulator
NKFGLIEL_01350	CDS	549	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
NKFGLIEL_01351	CDS	996	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
NKFGLIEL_01352	CDS	369	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
NKFGLIEL_01353	CDS	819	aptA_2	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
NKFGLIEL_01354	CDS	921	aptB_2	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
NKFGLIEL_01355	CDS	819				hypothetical protein
NKFGLIEL_01356	CDS	1338	brnQ_4		COG1114	Branched-chain amino acid transport system 2 carrier protein
NKFGLIEL_01357	CDS	3516		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
NKFGLIEL_01358	CDS	609				hypothetical protein
NKFGLIEL_01359	CDS	3474	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NKFGLIEL_01360	CDS	2799	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NKFGLIEL_01361	CDS	669	rspR_7		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_01362	CDS	897	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
NKFGLIEL_01363	CDS	1431				hypothetical protein
NKFGLIEL_01364	CDS	846	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
NKFGLIEL_01365	CDS	210				hypothetical protein
NKFGLIEL_01366	CDS	1971				hypothetical protein
NKFGLIEL_01367	CDS	8544				hypothetical protein
NKFGLIEL_01368	CDS	1314	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NKFGLIEL_01369	CDS	987	trpS	6.1.1.2		Tryptophan--tRNA ligase
NKFGLIEL_01370	CDS	591	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
NKFGLIEL_01371	CDS	774	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
NKFGLIEL_01372	CDS	402				hypothetical protein
NKFGLIEL_01373	CDS	1314				hypothetical protein
NKFGLIEL_01374	CDS	1050				hypothetical protein
NKFGLIEL_01375	CDS	456				hypothetical protein
NKFGLIEL_01376	CDS	732				hypothetical protein
NKFGLIEL_01377	CDS	969	polC_3	2.7.7.7		DNA polymerase III PolC-type
NKFGLIEL_01378	CDS	483				hypothetical protein
NKFGLIEL_01379	CDS	609				hypothetical protein
NKFGLIEL_01380	CDS	492	moaB			Molybdenum cofactor biosynthesis protein B
NKFGLIEL_01381	tRNA	75				tRNA-Met(cat)
NKFGLIEL_01382	CDS	1167	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
NKFGLIEL_01383	CDS	933	rarD		COG2962	Protein RarD
NKFGLIEL_01384	CDS	375				hypothetical protein
NKFGLIEL_01385	CDS	1518	comM		COG0606	Competence protein ComM
NKFGLIEL_01386	CDS	1107				hypothetical protein
NKFGLIEL_01387	CDS	1083	intQ		COG0582	Putative defective protein IntQ
NKFGLIEL_01388	CDS	297				hypothetical protein
NKFGLIEL_01389	CDS	150				hypothetical protein
NKFGLIEL_01390	CDS	270				hypothetical protein
NKFGLIEL_01391	CDS	102				hypothetical protein
NKFGLIEL_01392	CDS	2631				hypothetical protein
NKFGLIEL_01393	CDS	459	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
NKFGLIEL_01394	CDS	669				hypothetical protein
NKFGLIEL_01395	CDS	306				hypothetical protein
NKFGLIEL_01396	CDS	630				hypothetical protein
NKFGLIEL_01397	CDS	423				hypothetical protein
NKFGLIEL_01398	CDS	342				hypothetical protein
NKFGLIEL_01399	CDS	1455				hypothetical protein
NKFGLIEL_01400	CDS	528				hypothetical protein
NKFGLIEL_01401	CDS	1791				hypothetical protein
NKFGLIEL_01402	CDS	201				hypothetical protein
NKFGLIEL_01403	CDS	1917				hypothetical protein
NKFGLIEL_01404	CDS	693				hypothetical protein
NKFGLIEL_01405	CDS	189				hypothetical protein
NKFGLIEL_01406	CDS	822				IS3 family transposase ISCARN64
NKFGLIEL_01407	CDS	282				hypothetical protein
NKFGLIEL_01408	CDS	459				hypothetical protein
NKFGLIEL_01409	CDS	240				hypothetical protein
NKFGLIEL_01410	CDS	780	xni	3.1.-.-		Flap endonuclease Xni
NKFGLIEL_01411	CDS	471				hypothetical protein
NKFGLIEL_01412	CDS	180				hypothetical protein
NKFGLIEL_01413	CDS	276				hypothetical protein
NKFGLIEL_01414	CDS	291				hypothetical protein
NKFGLIEL_01415	CDS	1551				hypothetical protein
NKFGLIEL_01416	CDS	780				hypothetical protein
NKFGLIEL_01417	CDS	1002				hypothetical protein
NKFGLIEL_01418	CDS	567				hypothetical protein
NKFGLIEL_01419	CDS	1845				hypothetical protein
NKFGLIEL_01420	CDS	822				IS3 family transposase ISCARN64
NKFGLIEL_01421	CDS	282				hypothetical protein
NKFGLIEL_01422	CDS	480				hypothetical protein
NKFGLIEL_01423	CDS	807				hypothetical protein
NKFGLIEL_01424	CDS	2310				hypothetical protein
NKFGLIEL_01425	CDS	5097				hypothetical protein
NKFGLIEL_01426	CDS	1701				hypothetical protein
NKFGLIEL_01427	CDS	345				hypothetical protein
NKFGLIEL_01428	CDS	162				hypothetical protein
NKFGLIEL_01429	CDS	468				hypothetical protein
NKFGLIEL_01430	CDS	177				hypothetical protein
NKFGLIEL_01431	CDS	591				hypothetical protein
NKFGLIEL_01432	CDS	429				hypothetical protein
NKFGLIEL_01433	CDS	429				hypothetical protein
NKFGLIEL_01434	CDS	249				hypothetical protein
NKFGLIEL_01435	CDS	1698				hypothetical protein
NKFGLIEL_01436	CDS	252				hypothetical protein
