locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFHCJIBM_01087	CDS	1338	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
FFHCJIBM_01088	CDS	2511				hypothetical protein
FFHCJIBM_01089	CDS	1392	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
FFHCJIBM_01090	CDS	2691	mop	1.2.99.7		Aldehyde oxidoreductase
FFHCJIBM_01091	CDS	846				hypothetical protein
FFHCJIBM_01092	CDS	717	fdhD		COG1526	Sulfur carrier protein FdhD
FFHCJIBM_01093	CDS	456				hypothetical protein
FFHCJIBM_01094	CDS	1215	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
FFHCJIBM_01095	CDS	561	hyfA	1.-.-.-	COG1142	Hydrogenase-4 component A
FFHCJIBM_01096	CDS	1704	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
FFHCJIBM_01097	CDS	441	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
FFHCJIBM_01098	CDS	1029	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
FFHCJIBM_01099	CDS	378				hypothetical protein
FFHCJIBM_01100	CDS	1020				hypothetical protein
FFHCJIBM_01101	CDS	498	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
FFHCJIBM_01102	CDS	978	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
FFHCJIBM_01103	CDS	936				hypothetical protein
FFHCJIBM_01104	CDS	846	modA		COG0725	Molybdate-binding protein ModA
FFHCJIBM_01105	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
FFHCJIBM_01106	CDS	1041	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FFHCJIBM_01107	CDS	1056	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
FFHCJIBM_01108	CDS	660				hypothetical protein
FFHCJIBM_01109	CDS	606				hypothetical protein
FFHCJIBM_01110	CDS	1479	yhdG_3		COG0531	putative amino acid permease YhdG
FFHCJIBM_01111	CDS	684	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
FFHCJIBM_01112	CDS	1986	pepO	3.4.24.-	COG3590	Neutral endopeptidase
FFHCJIBM_01113	CDS	1749	pyk_2	2.7.1.40	COG0469	Pyruvate kinase
FFHCJIBM_01114	CDS	1104	lysK	3.5.1.-		N-acetyl-lysine deacetylase
FFHCJIBM_01115	CDS	1572	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
FFHCJIBM_01116	CDS	480	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
FFHCJIBM_01117	CDS	270				hypothetical protein
FFHCJIBM_01118	CDS	1203	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FFHCJIBM_01119	CDS	1413				hypothetical protein
FFHCJIBM_01120	CDS	942	deoR		COG2390	Deoxyribonucleoside regulator
FFHCJIBM_01121	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
FFHCJIBM_01122	CDS	732	glpF		COG0580	Glycerol uptake facilitator protein
FFHCJIBM_01123	CDS	1461	lhgO	1.1.3.15		L-2-hydroxyglutarate oxidase LhgO
FFHCJIBM_01124	CDS	1269		1.18.1.2		Ferredoxin--NADP reductase
FFHCJIBM_01125	CDS	372				hypothetical protein
FFHCJIBM_01126	CDS	945	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
FFHCJIBM_01127	CDS	699	cysE	2.3.1.30	COG1045	Serine acetyltransferase
FFHCJIBM_01128	CDS	546	lutC			Lactate utilization protein C
FFHCJIBM_01129	CDS	2163	lutB			Lactate utilization protein B
FFHCJIBM_01130	CDS	1029	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
FFHCJIBM_01131	CDS	933	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
FFHCJIBM_01132	CDS	711	menG	2.1.1.163		Demethylmenaquinone methyltransferase
FFHCJIBM_01133	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
FFHCJIBM_01134	CDS	285	fixX		COG2440	Ferredoxin-like protein FixX
FFHCJIBM_01135	CDS	699				hypothetical protein
FFHCJIBM_01136	CDS	1275				hypothetical protein
FFHCJIBM_01137	CDS	1281				hypothetical protein
FFHCJIBM_01138	CDS	732	ypdB_1		COG3279	Transcriptional regulatory protein YpdB
FFHCJIBM_01139	CDS	1392		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FFHCJIBM_01140	CDS	900				hypothetical protein
FFHCJIBM_01141	CDS	1347				hypothetical protein
FFHCJIBM_01142	CDS	1317				hypothetical protein
FFHCJIBM_01143	CDS	504	ilvH_2	2.2.1.6	COG0440	Acetolactate synthase small subunit
FFHCJIBM_01144	CDS	1701	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase large subunit
FFHCJIBM_01145	CDS	1011	ilvC_2	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
FFHCJIBM_01146	CDS	111				hypothetical protein
FFHCJIBM_01147	CDS	1878	cstA_1		COG1966	Peptide transporter CstA
FFHCJIBM_01148	CDS	1878	cstA_2		COG1966	Peptide transporter CstA
FFHCJIBM_01149	CDS	1098	gldA_2	1.1.1.6		Glycerol dehydrogenase
FFHCJIBM_01150	CDS	1002	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
FFHCJIBM_01151	CDS	852	larC_1	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
FFHCJIBM_01152	tRNA	75				tRNA-Gly(gcc)
FFHCJIBM_01153	tRNA	76				tRNA-Asn(gtt)
FFHCJIBM_01154	tRNA	75				tRNA-Gln(ctg)
FFHCJIBM_01155	tRNA	76				tRNA-Lys(ttt)
FFHCJIBM_01156	tRNA	76				tRNA-Glu(ttc)
FFHCJIBM_01157	tRNA	76				tRNA-Val(tac)
FFHCJIBM_01158	CDS	1038	pta_1	2.3.1.8		Phosphate acetyltransferase
FFHCJIBM_01159	CDS	429				hypothetical protein
FFHCJIBM_01160	CDS	1389				hypothetical protein
FFHCJIBM_01161	CDS	699	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
FFHCJIBM_01162	CDS	1500	rcsC	2.7.13.3		Sensor histidine kinase RcsC
FFHCJIBM_01163	CDS	702				hypothetical protein
FFHCJIBM_01164	CDS	954	selD	2.7.9.3	COG0709	Selenide, water dikinase
FFHCJIBM_01165	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FFHCJIBM_01166	CDS	1143	csd	2.8.1.7	COG0520	putative cysteine desulfurase
FFHCJIBM_01167	CDS	321	trxA_1			Thioredoxin
FFHCJIBM_01168	CDS	258				hypothetical protein
FFHCJIBM_01169	CDS	273				hypothetical protein
FFHCJIBM_01170	CDS	1923	selB		COG3276	Selenocysteine-specific elongation factor
FFHCJIBM_01171	CDS	1398	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
FFHCJIBM_01172	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_01173	CDS	1014	purR		COG1609	HTH-type transcriptional repressor PurR
FFHCJIBM_01174	CDS	1062	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
FFHCJIBM_01175	CDS	195				hypothetical protein
FFHCJIBM_01176	CDS	1011		1.-.-.-		NADH oxidase
FFHCJIBM_01177	CDS	1416				hypothetical protein
FFHCJIBM_01178	CDS	1122				hypothetical protein
FFHCJIBM_01179	CDS	921				hypothetical protein
FFHCJIBM_01180	CDS	882				hypothetical protein
FFHCJIBM_01181	CDS	1083				hypothetical protein
FFHCJIBM_01182	CDS	1386				PTS system EIIBC component
FFHCJIBM_01183	CDS	912	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FFHCJIBM_01184	tRNA	77				tRNA-Arg(cct)
FFHCJIBM_01185	CDS	1359	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
FFHCJIBM_01186	CDS	567	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
FFHCJIBM_01187	CDS	558	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
FFHCJIBM_01188	CDS	651	ycf3			Photosystem I assembly protein Ycf3
FFHCJIBM_01189	CDS	399				hypothetical protein
FFHCJIBM_01190	CDS	525				hypothetical protein
FFHCJIBM_01191	CDS	600				hypothetical protein
FFHCJIBM_01192	CDS	978				hypothetical protein
FFHCJIBM_01193	CDS	666				hypothetical protein
FFHCJIBM_01194	CDS	825	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
FFHCJIBM_01195	CDS	1143	ybjJ			Inner membrane protein YbjJ
FFHCJIBM_01196	CDS	1401		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FFHCJIBM_01197	CDS	429				hypothetical protein
FFHCJIBM_01198	CDS	1347	ribZ_1			Riboflavin transporter RibZ
FFHCJIBM_01199	CDS	1155	yxeP_3	3.-.-.-	COG1473	putative hydrolase YxeP
FFHCJIBM_01200	CDS	1023	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FFHCJIBM_01201	CDS	663	metP		COG2011	Methionine import system permease protein MetP
FFHCJIBM_01202	CDS	840	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
FFHCJIBM_01203	CDS	723	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FFHCJIBM_01204	CDS	927	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
FFHCJIBM_01205	CDS	669	znuC	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
FFHCJIBM_01206	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
FFHCJIBM_01207	CDS	426	zur		COG0735	Zinc-specific metallo-regulatory protein
FFHCJIBM_01208	CDS	525				hypothetical protein
FFHCJIBM_01209	CDS	303	ziaR			Transcriptional repressor SmtB 
FFHCJIBM_01210	CDS	498				hypothetical protein
FFHCJIBM_01211	CDS	807	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FFHCJIBM_01212	CDS	852				hypothetical protein
FFHCJIBM_01213	CDS	1662	rnjA	3.1.-.-	COG0595	Ribonuclease J1
FFHCJIBM_01214	CDS	957				hypothetical protein
FFHCJIBM_01215	CDS	2016	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
FFHCJIBM_01216	CDS	447	rplI			50S ribosomal protein L9
FFHCJIBM_01217	CDS	1920	lon	3.4.21.53		Lon protease
FFHCJIBM_01218	CDS	1329	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
FFHCJIBM_01219	tRNA	76				tRNA-Thr(tgt)
FFHCJIBM_01220	tRNA	86				tRNA-Tyr(gta)
FFHCJIBM_01221	tRNA	76				tRNA-Met(cat)
FFHCJIBM_01222	tRNA	76				tRNA-Thr(ggt)
FFHCJIBM_01223	tRNA	77				tRNA-Met(cat)
FFHCJIBM_01224	CDS	1188	tuf		COG0050	Elongation factor Tu
FFHCJIBM_01225	CDS	897	mscS		COG0668	Small-conductance mechanosensitive channel
FFHCJIBM_01226	CDS	1521	lutP		COG1620	L-lactate permease
FFHCJIBM_01227	CDS	150				hypothetical protein
FFHCJIBM_01228	CDS	1554	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
FFHCJIBM_01229	CDS	915				hypothetical protein
FFHCJIBM_01230	CDS	777	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
FFHCJIBM_01231	CDS	1287	hadB	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit
FFHCJIBM_01232	CDS	1119	hadC	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
FFHCJIBM_01233	CDS	1149		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
FFHCJIBM_01234	CDS	456				IS200/IS605 family transposase ISDha13
FFHCJIBM_01235	CDS	930				hypothetical protein
FFHCJIBM_01236	CDS	1227				IS200/IS605 family transposase ISDge19
FFHCJIBM_01237	CDS	1962	cadA_2	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
FFHCJIBM_01238	CDS	1323	sauU			putative sulfoacetate transporter SauU
FFHCJIBM_01239	CDS	441				Acid shock protein
FFHCJIBM_01240	CDS	429				hypothetical protein
FFHCJIBM_01241	CDS	648				hypothetical protein
FFHCJIBM_01242	CDS	1332	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
FFHCJIBM_01243	tRNA	74				tRNA-Gly(ccc)
FFHCJIBM_01244	CDS	477				hypothetical protein
FFHCJIBM_01245	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_01246	CDS	111				hypothetical protein
FFHCJIBM_01247	CDS	1857	kimA		COG0531	Potassium transporter KimA
FFHCJIBM_01248	CDS	93				hypothetical protein
FFHCJIBM_01249	CDS	1230				hypothetical protein
FFHCJIBM_01250	CDS	663	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
FFHCJIBM_01251	CDS	795	yafV	3.5.1.3		Omega-amidase YafV
FFHCJIBM_01252	CDS	948				hypothetical protein
FFHCJIBM_01253	CDS	1179		3.5.1.47		N-acetyldiaminopimelate deacetylase
FFHCJIBM_01254	CDS	1350	gdh_1	1.4.1.2	COG0334	NAD-specific glutamate dehydrogenase
FFHCJIBM_01255	CDS	1914	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
FFHCJIBM_01256	CDS	1116	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
FFHCJIBM_01257	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
FFHCJIBM_01258	CDS	3693	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
FFHCJIBM_01259	CDS	4257	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
FFHCJIBM_01260	CDS	246	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
FFHCJIBM_01261	CDS	372	rpsL			30S ribosomal protein S12
FFHCJIBM_01262	CDS	471	rpsG			30S ribosomal protein S7
FFHCJIBM_01263	CDS	2073	fusA_2		COG0480	Elongation factor G
FFHCJIBM_01264	CDS	1194	tufA		COG0050	Elongation factor Tu
FFHCJIBM_01265	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
FFHCJIBM_01266	CDS	639	rplC		COG0087	50S ribosomal protein L3
FFHCJIBM_01267	CDS	624	rplD			50S ribosomal protein L4
FFHCJIBM_01268	CDS	285	rplW		COG0089	50S ribosomal protein L23
FFHCJIBM_01269	CDS	828	rplB		COG0090	50S ribosomal protein L2
FFHCJIBM_01270	CDS	276	rpsS		COG0185	30S ribosomal protein S19
FFHCJIBM_01271	CDS	336	rplV		COG0091	50S ribosomal protein L22
FFHCJIBM_01272	CDS	669	rpsC		COG0092	30S ribosomal protein S3
FFHCJIBM_01273	CDS	426	rplP		COG0197	50S ribosomal protein L16
FFHCJIBM_01274	CDS	201	rpmC		COG0255	50S ribosomal protein L29
FFHCJIBM_01275	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
FFHCJIBM_01276	CDS	369	rplN			50S ribosomal protein L14
FFHCJIBM_01277	CDS	318	rplX			50S ribosomal protein L24
FFHCJIBM_01278	CDS	540	rplE			50S ribosomal protein L5
FFHCJIBM_01279	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
FFHCJIBM_01280	CDS	393	rpsH		COG0096	30S ribosomal protein S8
FFHCJIBM_01281	CDS	543	rplF			50S ribosomal protein L6
FFHCJIBM_01282	CDS	363	rplR		COG0256	50S ribosomal protein L18
FFHCJIBM_01283	CDS	501	rpsE		COG0098	30S ribosomal protein S5
FFHCJIBM_01284	CDS	180	rpmD			50S ribosomal protein L30
FFHCJIBM_01285	CDS	465	rplO			50S ribosomal protein L15
FFHCJIBM_01286	CDS	1263	secY		COG0201	Protein translocase subunit SecY
FFHCJIBM_01287	CDS	651	adk	2.7.4.3		Adenylate kinase
FFHCJIBM_01288	CDS	753	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
FFHCJIBM_01289	CDS	270				hypothetical protein
FFHCJIBM_01290	CDS	219	infA		COG0361	Translation initiation factor IF-1
FFHCJIBM_01291	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
FFHCJIBM_01292	CDS	369	rpsM			30S ribosomal protein S13
FFHCJIBM_01293	CDS	390	rpsK			30S ribosomal protein S11
FFHCJIBM_01294	CDS	981	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FFHCJIBM_01295	CDS	339	rplQ			50S ribosomal protein L17
FFHCJIBM_01296	CDS	435				hypothetical protein
FFHCJIBM_01297	CDS	474	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FFHCJIBM_01298	CDS	804				hypothetical protein
FFHCJIBM_01299	CDS	930		5.1.3.2	COG1088	UDP-glucose 4-epimerase
FFHCJIBM_01300	CDS	714	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FFHCJIBM_01301	CDS	588	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
FFHCJIBM_01302	CDS	936				hypothetical protein
FFHCJIBM_01303	CDS	498				hypothetical protein
FFHCJIBM_01304	CDS	945	pyrB	2.1.3.2		Aspartate carbamoyltransferase
FFHCJIBM_01305	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
FFHCJIBM_01306	CDS	1059	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
FFHCJIBM_01307	CDS	3204	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
FFHCJIBM_01308	CDS	474				hypothetical protein
FFHCJIBM_01309	CDS	921	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
FFHCJIBM_01310	CDS	945	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
FFHCJIBM_01311	CDS	726				hypothetical protein
FFHCJIBM_01312	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
FFHCJIBM_01313	CDS	1173	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
FFHCJIBM_01314	CDS	1413				hypothetical protein
FFHCJIBM_01315	CDS	456				IS200/IS605 family transposase ISDha13
FFHCJIBM_01316	CDS	2160	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
FFHCJIBM_01317	CDS	855	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
FFHCJIBM_01318	CDS	831	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
FFHCJIBM_01319	CDS	834	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
FFHCJIBM_01320	CDS	816	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
FFHCJIBM_01321	CDS	687	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
FFHCJIBM_01322	CDS	1476	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FFHCJIBM_01323	CDS	570				hypothetical protein
FFHCJIBM_01324	CDS	1338	ttuB			Putative tartrate transporter
FFHCJIBM_01325	tmRNA	351	ssrA			transfer-messenger RNA, SsrA
FFHCJIBM_01326	CDS	765				hypothetical protein
FFHCJIBM_01327	CDS	1029	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
FFHCJIBM_01328	CDS	1524	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
FFHCJIBM_01329	CDS	1023	cggR		COG2390	Central glycolytic genes regulator
FFHCJIBM_01330	CDS	1182	pgk	2.7.2.3		Phosphoglycerate kinase
FFHCJIBM_01331	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
FFHCJIBM_01332	CDS	960				hypothetical protein
FFHCJIBM_01333	CDS	1389				hypothetical protein
FFHCJIBM_01334	CDS	1266	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
FFHCJIBM_01335	CDS	435	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
FFHCJIBM_01336	CDS	1410	mtlA		COG2213	PTS system mannitol-specific EIICBA component
FFHCJIBM_01337	CDS	774	ypdB_2		COG3279	Transcriptional regulatory protein YpdB
FFHCJIBM_01338	CDS	2097	manR		COG1762	Transcriptional regulator ManR
FFHCJIBM_01339	CDS	630				hypothetical protein
FFHCJIBM_01340	CDS	990				hypothetical protein
FFHCJIBM_01341	CDS	477			COG1959	Putative HTH-type transcriptional regulator
FFHCJIBM_01342	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
FFHCJIBM_01343	CDS	906				hypothetical protein
FFHCJIBM_01344	CDS	1605				hypothetical protein
FFHCJIBM_01345	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
FFHCJIBM_01346	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FFHCJIBM_01347	CDS	2445				hypothetical protein
FFHCJIBM_01348	CDS	1020	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
FFHCJIBM_01349	rRNA	1562				16S ribosomal RNA
FFHCJIBM_01350	tRNA	76				tRNA-Ala(tgc)
FFHCJIBM_01351	rRNA	2909				23S ribosomal RNA
FFHCJIBM_01352	rRNA	109				5S ribosomal RNA
FFHCJIBM_01353	CDS	1431	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
FFHCJIBM_01354	CDS	681	arlR		COG0745	Response regulator ArlR
FFHCJIBM_01355	CDS	165			COG1145	Ferredoxin
FFHCJIBM_01356	CDS	438	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FFHCJIBM_01357	CDS	918	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FFHCJIBM_01358	CDS	534	pyrR			Bifunctional protein PyrR
FFHCJIBM_01359	CDS	990	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
FFHCJIBM_01360	CDS	606	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
FFHCJIBM_01361	CDS	378	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
FFHCJIBM_01362	CDS	957	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FFHCJIBM_01363	CDS	2283				hypothetical protein
FFHCJIBM_01364	CDS	1074	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FFHCJIBM_01365	CDS	1593	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
FFHCJIBM_01366	CDS	645	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
FFHCJIBM_01367	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FFHCJIBM_01368	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
FFHCJIBM_01369	CDS	1275	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
FFHCJIBM_01370	CDS	1089	mreB_1		COG1077	Cell shape-determining protein MreB
FFHCJIBM_01371	CDS	291				hypothetical protein
FFHCJIBM_01372	CDS	2031				hypothetical protein
FFHCJIBM_01373	CDS	765	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
FFHCJIBM_01374	CDS	753	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
FFHCJIBM_01375	CDS	1236				hypothetical protein
FFHCJIBM_01376	CDS	1641				hypothetical protein
FFHCJIBM_01377	CDS	4287				hypothetical protein
FFHCJIBM_01378	CDS	636	sigK			RNA polymerase sigma-28 factor
FFHCJIBM_01379	CDS	609				hypothetical protein
FFHCJIBM_01380	CDS	2214	bamA			Outer membrane protein assembly factor BamA
FFHCJIBM_01381	CDS	1278				hypothetical protein
FFHCJIBM_01382	CDS	546				hypothetical protein
FFHCJIBM_01383	CDS	936				hypothetical protein
FFHCJIBM_01384	CDS	420				hypothetical protein
FFHCJIBM_01385	CDS	1032	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
FFHCJIBM_01386	CDS	915	lpxL_2	2.3.1.241		Lipid A biosynthesis lauroyltransferase
FFHCJIBM_01387	CDS	723				hypothetical protein
FFHCJIBM_01388	CDS	1152				TelA-like protein
FFHCJIBM_01389	CDS	762				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
FFHCJIBM_01390	CDS	1992	tkt	2.2.1.1		Transketolase
FFHCJIBM_01391	CDS	1320			COG2256	putative AAA domain-containing protein
FFHCJIBM_01392	CDS	2532				hypothetical protein
FFHCJIBM_01393	CDS	405				hypothetical protein
FFHCJIBM_01394	CDS	1890				hypothetical protein
FFHCJIBM_01395	CDS	1044				hypothetical protein
FFHCJIBM_01396	CDS	1335	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FFHCJIBM_01397	CDS	1260	cinA		COG1058	Putative competence-damage inducible protein
FFHCJIBM_01398	CDS	1077	recA		COG0468	Protein RecA
FFHCJIBM_01399	CDS	444	recX			Regulatory protein RecX
FFHCJIBM_01400	CDS	1536	rny	3.1.-.-	COG1418	Ribonuclease Y
FFHCJIBM_01401	tRNA	77				tRNA-Asp(gtc)
FFHCJIBM_01402	tRNA	76				tRNA-Phe(gaa)
FFHCJIBM_01403	tRNA	75				tRNA-Gly(gcc)
FFHCJIBM_01404	tRNA	74				tRNA-Cys(gca)
FFHCJIBM_01405	tRNA	89				tRNA-Leu(taa)
FFHCJIBM_01406	CDS	720	scpA		COG1354	Segregation and condensation protein A
FFHCJIBM_01407	CDS	591	scpB		COG1386	Segregation and condensation protein B
FFHCJIBM_01408	CDS	720	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FFHCJIBM_01409	CDS	1254	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
FFHCJIBM_01410	CDS	669	cmk_3	2.7.4.25	COG0283	Cytidylate kinase
FFHCJIBM_01411	CDS	618	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
FFHCJIBM_01412	CDS	1959	ispH	1.17.1.2		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FFHCJIBM_01413	CDS	1332	der_3		COG1160	GTPase Der
FFHCJIBM_01414	CDS	624	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
FFHCJIBM_01415	CDS	558	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FFHCJIBM_01416	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
FFHCJIBM_01417	CDS	477				hypothetical protein
FFHCJIBM_01418	CDS	810	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
FFHCJIBM_01419	CDS	678	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
FFHCJIBM_01420	CDS	447	larC_2	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
FFHCJIBM_01421	CDS	849	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
FFHCJIBM_01422	CDS	933		5.1.3.2	COG1088	UDP-glucose 4-epimerase
FFHCJIBM_01423	CDS	450				hypothetical protein
FFHCJIBM_01424	CDS	1290	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
